text,language,source,original_id,timestamp,is_code_mixed,mixed_languages,annotator,quality_score
w Kimani kutoka Kimathi,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
BIRIA watatu walijeruhiwa vibaya boti walimokuwa wakisafiria ilipogongana na nyingine eneo la Mnazi Mmoja. |ABIRIA watatu walijeruhiwa vibaya boti walimokuwa wakisafiria ilipogongana na nyingine eneo la Mnazi Mmoja.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
karibu na ufuo wa bahari wa Wiyoni,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
jali hiyo ilitokea majira ya saa moja jioni.  |Ajali hiyo ilitokea majira ya saa moja jioni. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
oti ya kwanza ilikuwa ikisafirisha abiria watatu kutoka eneo la Mokowe kuelekea mjini Lamu pale ilipogongana na nyingine ambayo haikuwa na abiria isipokuwa nahodha wa boti hiyo aliyekuwa akielekea Mokowe. |Boti ya kwanza ilikuwa ikisafirisha abiria watatu kutoka eneo la Mokowe kuelekea mjini Lamu pale ilipogongana na nyingine ambayo haikuwa na abiria isipokuwa nahodha wa boti hiyo aliyekuwa akielekea Mokowe.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
alioshuhudia ajali hiyo wanasema boti zote mbili zilikuwa zikiendeshwa kwa kasi |Walioshuhudia ajali hiyo wanasema boti zote mbili zilikuwa zikiendeshwa kwa kasi,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
iongozi wa vijana,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
WANAUME anayedaiwa kulipiza kisasi kwa kuua mvulana wa miaka 10 baada ya kutengana na mama yake,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ili suala linahitaji uungwaji mkono wa viongozi wote kwa ushirikiano na serikali. |Hili suala linahitaji uungwaji mkono wa viongozi wote kwa ushirikiano na serikali.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
neo la Pwani,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
kihutubu alipokutana na viongozi wa Waislamu katika Msikiti wa Jamia jijini Nairobi jana,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
lisema ziara yake majuzi katika mtaa wa Kisauni jijini Mombasa ilimpa picha halisi ya namna wakazi wametekwa na mihadarati |Alisema ziara yake majuzi katika mtaa wa Kisauni jijini Mombasa ilimpa picha halisi ya namna wakazi wametekwa na mihadarati,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
kisema watu mashuhuri wanaoshiriki ulanguzi wa dawa za kulevya ndio wa kulaumiwa kwa janga hilo. |akisema watu mashuhuri wanaoshiriki ulanguzi wa dawa za kulevya ndio wa kulaumiwa kwa janga hilo.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
unachunguza watu 30 mashuhuri wanaotoka Pwani ambao wanashiriki biashara chafu ya uuzaji wa mihadarati.  |Tunachunguza watu thelathini mashuhuri wanaotoka Pwani ambao wanashiriki biashara chafu ya uuzaji wa mihadarati. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
chunguzi bado unaendelea na kikosi chetu kiko tayari kuhakikisha wanakabiliwa kisheria. |Uchunguzi bado unaendelea na kikosi chetu kiko tayari kuhakikisha wanakabiliwa kisheria.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
atu wanaofanya biashara hii si watu wa kawaida. |Watu wanaofanya biashara hii si watu wa kawaida.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ni watu wenye hadhi ambao wana uwezo mkubwa wa kusambaza mihadarati hiyo. | Ni watu wenye hadhi ambao wana uwezo mkubwa wa kusambaza mihadarati hiyo.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
LIMWENGU jana uliomboleza kifo cha profesa wa masuala ya kidini.  |ULIMWENGU jana uliomboleza kifo cha profesa wa masuala ya kidini. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
lipata umaarufu kimataifa wakati alipoandika kitabu chake cha kwanza cha utengano ambacho kilichapishwa mnamo 2022. |Alipata umaarufu kimataifa wakati alipoandika kitabu chake cha kwanza cha utengano ambacho kilichapishwa mnamo elfu mbili ishirini na mbili.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Katika kitabu hicho,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
likuwa mfasaha wa lugha ya Kigiriki ambayo ni mojawapo ya lugha ya kwanza asili zilizotumiwa kuandika Bibilia. |Alikuwa mfasaha wa lugha ya Kigiriki ambayo ni mojawapo ya lugha ya kwanza asili zilizotumiwa kuandika Bibilia.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ia wananchi wengi wa Afrika Mashariki wanaelewa na huitumia lugha ya Kiswahili katika mawasiliano yao.|Pia wananchi wengi wa Afrika Mashariki wanaelewa na huitumia lugha ya Kiswahili katika mawasiliano yao.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
hivyo kuipa lugha hii nafasi ya kipekee katika mambo muhimu kama utamaduni,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ataalam wengi wa masuala ya utamaduni wanakubaliana kwamba kwa kiasi kikubwa,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
kweli huo hujidhihirisha katika lugha yenyewe. |Ukweli huo hujidhihirisha katika lugha yenyewe.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ukichunguza kwa makini lugha yoyote,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ile vile,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Tangu enzi za wakoloni,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Harakati nyingi ziliendeshwa kwa Kiswahili. | Harakati nyingi ziliendeshwa kwa Kiswahili.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kwa kuwa Kiswahili ndiyo lugha itumiwayo na watu wengi katika Afrika Mashariki kuleta uelewano,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
idha,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
atika ukoaji wa uchumi,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Lugha ambayo inafahamika kwa watu wengi ndiyo ifaayo kutumiwa katika mawasiliano ya kibiashara.  | Lugha ambayo inafahamika kwa watu wengi ndiyo ifaayo kutumiwa katika mawasiliano ya kibiashara. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
angu zamani wananchi wa Afrika Mashiriki wamekuwa wakiitumia lugha hii katika shughuli zao za kibiashara.  |Tangu zamani wananchi wa Afrika Mashiriki wamekuwa wakiitumia lugha hii katika shughuli zao za kibiashara. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
iswahili kingemwezesha Mkenya kwenda Tanzania,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Hali hii pia inajiakisi katika Jamhuri ya kidemokrasia ya Kongo,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
iku hizi,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
idha,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Isisahaulike kuwa Kiswahili ni Lugha mojawapo rasmi ya umoja wa Afrika. | Isisahaulike kuwa Kiswahili ni Lugha mojawapo rasmi ya umoja wa Afrika.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
wa jumla,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
nayoweza kusaidia kukiendeleza ili kiweze kusambaa kwa mapana na marefu. |inayoweza kusaidia kukiendeleza ili kiweze kusambaa kwa mapana na marefu.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
una fikra inayotawala siku hizi kuwa jela si mahali pa adhabu bali matibabu. |Kuna fikra inayotawala siku hizi kuwa jela si mahali pa adhabu bali matibabu.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
aani lengo la kumfunga mhalifu si kumuadhibu bali kumtibu kwa njia ya kumrekebisha tabia aweze kuchangia katika maendeleo ya jamii yake anapoachiliwa. |Yaani lengo la kumfunga mhalifu si kumuadhibu bali kumtibu kwa njia ya kumrekebisha tabia aweze kuchangia katika maendeleo ya jamii yake anapoachiliwa.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ataalamu wa masuala ya urekebishaji tabia wanasema kuwa mhalifu akiadhibiwa sana na kufanyishwa kazi ngumu anapokuwa kifungoni,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kwa hivyo,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ijizi,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
jabu na kinaya ni kwamba baadhi ya wahalifu nchini na kwingineko wametokea kupata faida kuu kutokana na vifungo vyao. |Ajabu na kinaya ni kwamba baadhi ya wahalifu nchini na kwingineko wametokea kupata faida kuu kutokana na vifungo vyao.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kuna wafungwa ambao wamewahi kuandika hadithi za kusisimua kuhusu maisha yao na kutokea kuwa mabilionea.  | Kuna wafungwa ambao wamewahi kuandika hadithi za kusisimua kuhusu maisha yao na kutokea kuwa mabilionea. ,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ara kwa mara,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Pia kuna sinema nyingi ambazo zimetungwa kufuata maisha ya wahalifu Fulani. | Pia kuna sinema nyingi ambazo zimetungwa kufuata maisha ya wahalifu Fulani.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
umeanzishwa pia mpango wa elimu ambao ni maalum kwa wafungwa magerezani. |Kumeanzishwa pia mpango wa elimu ambao ni maalum kwa wafungwa magerezani.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
asa wafungwa wanapata elimu na kuhudhuria madarasa na hata kuufanya mtihani wa kitaifa. |Sasa wafungwa wanapata elimu na kuhudhuria madarasa na hata kuufanya mtihani wa kitaifa.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Vilevile,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
una mashindano ya michezo mingi kama kandanda,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
a juu ya yote,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ile cha kuboreshwa kwa hali za magereza nchini Kenya ni kuanzishwa kwa huduma za kuwastarehesha wafungwa hao. |Kile cha kuboreshwa kwa hali za magereza nchini Kenya ni kuanzishwa kwa huduma za kuwastarehesha wafungwa hao.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Sasa wafungwa wa humu nchini wanaweza kusoma magazeti na kutazama runinga ili kupata habari kuhusu yanayotendeka nchini wanapoendelea kutumikia vifungo vyao. | Sasa wafungwa wa humu nchini wanaweza kusoma magazeti na kutazama runinga ili kupata habari kuhusu yanayotendeka nchini wanapoendelea kutumikia vifungo vyao.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ata ingawa serikali imeanzisha mipango hii ya kuboresha hali katika magereza ya Kenya,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
wanza ni msongamano wa wafungwa uliopo. |Kwanza ni msongamano wa wafungwa uliopo.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Magereza mengi yana wafungwa maradufu ikilinganishwa na idadi yanayofaa kuwa nayo. | Magereza mengi yana wafungwa maradufu ikilinganishwa na idadi yanayofaa kuwa nayo.,swahili,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Iki gitabo cy'umwarimu gikubiyemo inkuru zisomerwa abanyeshuri kigenewe umwarimu wigisha Ikinyarwanda mu mwaka wa kabiri w amashuri abanza, cyanditswe mu mwaka wa 2013 n Ikigo Gishinzwe Guteza Imbere Uburezi mu Rwanda(REB), ku nkunga y Ikigo cy Amerika Gishinzwe Iterambere Mpuzamahanga (USAID) binyujijwe mu Mushinga Ushinzwe Guteza Imbere Uburezi(EDC/L3). Ni igitabo kije gufasha mu gushyira mu bikorwa gahunda yo guteza imbere umuco wo gusoma no kwandika mu cyiciro cya mbere cy amashuri abanza kugira ngo abana bawukurane kuko ari wo nkingi y uburezi bufite ireme.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ntivuga ko Nehemiya yakoreye umugabo wa Esiteri  umwami Ahasuwerusi  ahubwo  yakoreye uwamusimbuye.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Iyo nzu ni nto ariko ni nini bihagije kuri twe,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Amaze kubona izi mbwa ngo yageze iKigali atekereza icyo yakora ngo nibwo yahise azizana mu Rwanda,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Abana banjye  batandatu, umugabo wanjye n’abavandimwe banjye babiri bahise bicwa.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Seyoboka yavuze ko adahakana ko bariya bantu bishwe ariko ko atari we wabishe.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kugira ngo iyi kipe ikomeze biyisaba kwihagararaho ntizishyurwe ibi bitego cyangwa ngo itsindwe ibindi.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
kuko habaga umurishyo w’Ingoma wavugaga umenyesha yuko kanaka uwo ari igicibwa,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ryari ryegeranye n'iryacu  ntangira no kumukunda  yatumaga numva nkunzwe cyane ,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"ariko hari indirimbo ijya imfasha, duhuriyeho  kandi twese tuzi",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Nakubwiye kenshi ko ntakunda gushyirwa ku karubanda none unshyize kuri Radiyo.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Uwo mukinnyi yabajijwe icyo yifuza ku bijyanye n'ubuzima bwe bw'imibonanompuzabitsina.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
ni uburyo bw'ingenzi mu itumanaho kuko bukoreshwa n'abantu hafi ya bose ku isi,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Yezu yabikuraga mu Ijambo ry’Imana ndetse no muri gahunda itajya ihagarara y’ibyaremwe.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
icyampa akabona intsinzi muri kimwe cya kabiri cy'icyiciro cya karindwi,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
dore ko usanga abashumba bashoye inka  mu mazi ari mu kibumbiro,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
cyane cyane bakoresha uturima tw’igikoni kugira ngo bashobore kubona indyo yuzuye ku buryo buboroheye,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Yagize ati “ Basaba uburenganzira maze tukazumva, twasanga zidahabanye no kwibuka; zidatoneka ibikomere tukabubaha.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Uwo munsi ni bwo bwari  ubwa mbere Dawidi ahaza Asafu  n'abavandimwe,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ihuriro Nyarwanda riramagana iyi mikorere ya Kagame yo kugira ikibazo cye bwite ikibazo cy’abanyarwanda bose,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
 hanze harashyushye kuburyo nshaka kumara umunsi wose munzu ifite ubukonje,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
yigeze nari rimwe agaragara yambaye ingutiya yaba ngufi bita mini cyangwa indende?,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Abanyarwanda bazajye bayigeza ku bajyanama bagenwe na minisiteri y’Ubucuruzi igihe icyo ari cyo cyose babagire inama,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Abakobwa icumi bahataniye kwinjira muri Misi Rwanda mu majonjora yabereye i Musanze.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Yavuze ko Ubufaransa ""butigeze buhagarika gukoloniza ibihugu byo muri Afurika bibarirwa mu icumi"".",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Perezida w’u Bufaransa yategetse ko mu gihugu haba icyunamo uwo munsi.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
zikoreshwa hagamijwe kwirinda ibyago cyangwa se mugihe cyo kunyuranaho ahatari mu nsisiro,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kaneza  na Kamaliza  bahuriza kukuba iki ari igikorwa gikomeye kandi kidasaba amikoro menshi,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"ushobora kwitoza kugera ku bumenyi, ariko ntushobora kwitoza kugera ku bwenge",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Kagenza yabwiye igihe ko barimo bakora amashusho mbarankuru ubwo abaturage ba Etiyopiya baberekaga uyu mugore,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Abatoza b'ikipe ya Musanze bafite akazi gakomeye ko gusezerera ikipe ya mbere yo muri Afurika y’Epfo,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"ni nayo izagaragaraho indirimbo yitwa ""Umwana w’umuhanda""  yasubiranyemo na Aline Gahongayire",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Nahisemo ko umugore wanjye ayiyobora kuko ari  we muntu wa mbere twumvikana ,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Niba udakina neza kurusha abandi bakinnyi  undi umuntu yafata umwanya wawe.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Ankubita urushyi ruremereye rwirangira ahita ankubitaho urugi aransohora ararira, araboroga.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ubu bukwe bwabo bwabereye ku nkombe y’ikiyaga ,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"U Rwanda rwafashe ingamba zitandukanye zo kubirwanya, ariko abaturage bavuga ko hakwiye kongerwa ibihano.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ubugenzuzi bwakozwe n’ishami rishinzwe Ibiza ryasanze umukingo n’ibishingwe byaridutse bifunga umuhanda,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ati « Abandi bo baratunaniye bazi ko amatsinda ari ayo mu bishanga ».,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Aho ni ugukomeza kumugusha mu cyaha , murabyumva nataha azakomeza kugikora  ",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
mu ntangiriro y' umwaka w 'amashuri bakorewe ubuvugizi bemererwa kwishyurirwa amasomo y' inyongera,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Abakinnyi n’abandi bagize uruhare mu guteza siporo imbere batowe hifashishijwe imbuga nkoranyambaga.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Uru ruhinja  rutaragira icyo rumenya ni rwo  mbuto yasezeranywe,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Mu marenga, umufasha wa Kagabo yabwiye Kalisa ko agomba kuryumaho ",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Goriyati yasengaga izuba, ukwezi cyangwa ikindi kintu cyose mu biri ku ijuru kandi narabibujije",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
watanze icyifuzo ko ubonye ubufasha wakwandika igitabo gikubiyemo ubuhamya bwawe,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Mukakalisa  yakubwiye ko Imana itari umuntu ngo ibeshye cyangwa ngo yivuguruze nk'uko abantu babikora, humura no kubikora izabikora.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
 izo mbonerakure zari zivuye ahitwa Ruziba zihangana n’abari mu myigaragambyo zibateramo igisasu,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Kuva icyo gihe, imyitozo ya gisirikare ku mpande zombi  yariyongereye.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
 ujye wibuka ko nugwa nzakubyutsa maze kuguseka,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
wambaye utya  ugiye mu ishuri ntabwo waba wambaye neza ,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Bose bakurikiranyweho icyaha cyo gukoresha imfunguzo z'abandi  n’icy’ubujura.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ni ukugira ngo haboneke ingengo y' imari ihagije izakoreshwa bikabikwa ku buryo bwiza,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Nehemiya ategeka abaherezabitambo gusuka ayo mazi hejuru y'inkwi ,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
bose bari bicaye ku meza bakina amakarita,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Mugabo yajyanywe mu kigo cya gisirikare akorerwa iyicarubozo mbere yo kwamburwa imyenda  agasigara yambaye ikariso gusa,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Nimwumve amagambo yabo yo kuramya ubwo baririmbaga bati uri Imana y'agakiza kacu,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
maze iminsi imodoka yanjye yarapfuye kuko yakoze impanuka.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Twashatse no kuzitiza abacuruzi  ngo bazikoreshe turebe ko hari icyo binjiza turababura,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Tereza yavuze ko bitari ngombwa ko abaturage bigaragambya nk'uko byagenze ko ahubwo hagombaga guhura  impande zombi zigashaka igisubizo,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
" bamwe baravunitse, undi aracyashidakanywaho n'ubwo imvune ye yakize",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Abazitabira iki gikorwa bazasusurutswa n’umuririmbyi  Sentore  wiyita ’Rwamwiza baratira imihigo’.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"ntacyo ikennye, kuko ari yo yahaye bose ubugingo, guhumeka n'ibindi byose batunze",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Yavuze k'u Rwanda ahamya ko rufite ubushake  bwo kubahiriza uburenganzira bw’umugore.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Ibi byatumye abaturage bategura imyigaragambyo mu bihe bitandukanye inagwamo abantu benshi.,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
"Abandi ni Rugango waguye ku rugamba ari ingaragu, Tanzi, n’ undi mukobwa utaramenyekanye.",kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Muhizi yasohoye Alubumu ye mu myaka ine ishize mbere gato y’uko umugabo we atorerwa kuba Perezida,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
Iyi pasiporo Nyafurika izatuma abanyafurika batembera mu bihugu bigize uyu mugabane ,kinyarwanda,eac_dataset,n/a_eac,2025-05-07T14:17:00.847792+00:00,False,,kigalithm,
